timestamp,grupo,vector_ataque,resultado_firma,resultado_sbom,resultado_slsa,resultado_global,tiempo_total_ms,tiempo_total_s,imagen
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,digest_alterado,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,imagen_inyectada,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
